;itemid;url;experiment;options
126;2278374;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_W_pitch.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
127;2278342;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_sawet_A.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
128;2278407;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_nemmok_A_pitch.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
129;2278412;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_sawet_F_pitch.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
130;2278323;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_nemmok_A.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
131;2278320;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_s_tempo.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
132;2278325;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_tapik_s.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
133;2278393;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_misuk_E_pitch.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
134;2278337;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_A.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
135;2278340;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_misuk_E.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
136;2278387;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_A_pitch.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
137;2278275;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_misuk_W_tempo.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
138;2278386;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_E_pitch.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
139;2278306;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_nemmok_E_tempo.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
140;2278402;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_W_pitch.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
141;2278333;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_tapik_A.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
142;2278322;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_A_tempo.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
143;2278367;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_F.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
144;2278311;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_misuk_s_tempo.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
145;2278277;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_A_tempo.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
146;2278354;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_T.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
147;2278376;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_s_pitch.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
148;2278365;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_E.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
149;2278303;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_F_tempo.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
150;2278286;https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_W_tempo.wav;Wortwörtlich Emotion (DE);Welche Emotion hat der Sprecher? Wählen Sie bitte eine der angegebenen Optionen aus.
